Kp,Ki,Kd,trial,error,slip
0.5,0.01,0.5,18,2.1120135263293562,False
0.5,0.01,0.5,19,1.961104128921945,False
0.5,0.06444444444444444,0.0,0,1.281521625042156,False
0.5,0.06444444444444444,0.0,1,1.6326735301319644,False
0.5,0.06444444444444444,0.0,2,1.4710402074868008,False
0.5,0.06444444444444444,0.0,3,1.4639539631531888,False
0.5,0.06444444444444444,0.0,4,1.6409762887562018,False
0.5,0.06444444444444444,0.0,5,1.4264687954172677,False
0.5,0.06444444444444444,0.0,6,1.4602172632326336,False
0.5,0.06444444444444444,0.0,7,1.4517999778140211,False
0.5,0.06444444444444444,0.0,8,1.4501262592225737,False
0.5,0.06444444444444444,0.0,9,1.2969835018317677,False
0.5,0.06444444444444444,0.0,10,1.1570983637590984,False
0.5,0.06444444444444444,0.0,11,1.478968520796668,False
0.5,0.06444444444444444,0.0,12,1.2914047984617893,False
0.5,0.06444444444444444,0.0,13,1.3751502523969628,False
0.5,0.06444444444444444,0.0,14,1.507809291265573,False
0.5,0.06444444444444444,0.0,15,1.234742068474767,False
0.5,0.06444444444444444,0.0,16,1.7837282331150424,False
0.5,0.06444444444444444,0.0,17,1.701884903254253,False
0.5,0.06444444444444444,0.0,18,1.4276443312451526,False
0.5,0.06444444444444444,0.0,19,1.4916839420361825,False
0.5,0.06444444444444444,0.1,0,1.3406980278732954,False
0.5,0.06444444444444444,0.1,1,1.1570029856425932,False
0.5,0.06444444444444444,0.1,2,1.2915999778426597,False
0.5,0.06444444444444444,0.1,3,1.6565680990973959,False
0.5,0.06444444444444444,0.1,4,1.4550378943717406,False
0.5,0.06444444444444444,0.1,5,1.1655387434299944,False
0.5,0.06444444444444444,0.1,6,1.4639672793252343,False
0.5,0.06444444444444444,0.1,7,1.6550754874780964,False
0.5,0.06444444444444444,0.1,8,1.2977616290217249,False
0.5,0.06444444444444444,0.1,9,1.2153848795167033,False
0.5,0.06444444444444444,0.1,10,1.3717640453251725,False
0.5,0.06444444444444444,0.1,11,1.6881736915770185,False
0.5,0.06444444444444444,0.1,12,1.2131314683341938,False
0.5,0.06444444444444444,0.1,13,1.3916050637942108,False
0.5,0.06444444444444444,0.1,14,1.6388329872850353,False
0.5,0.06444444444444444,0.1,15,1.6058624105788584,False
0.5,0.06444444444444444,0.1,16,1.4161491748521995,False
0.5,0.06444444444444444,0.1,17,1.7595723787737212,False
0.5,0.06444444444444444,0.1,18,1.3770042106314402,False
0.5,0.06444444444444444,0.1,19,1.416507330573747,False
0.5,0.06444444444444444,0.2,0,1.164766292132874,False
0.5,0.06444444444444444,0.2,1,1.6414539537577921,False
0.5,0.06444444444444444,0.2,2,1.5524001164210683,False
0.5,0.06444444444444444,0.2,3,1.4600187018521347,False
0.5,0.06444444444444444,0.2,4,1.3764079245983185,False
0.5,0.06444444444444444,0.2,5,1.4805125786990307,False
0.5,0.06444444444444444,0.2,6,1.3560372647702308,False
0.5,0.06444444444444444,0.2,7,1.3960495433687188,False
0.5,0.06444444444444444,0.2,8,1.5036749262975433,False
0.5,0.06444444444444444,0.2,9,1.5365699596115312,False
0.5,0.06444444444444444,0.2,10,1.5321333910759338,False
0.5,0.06444444444444444,0.2,11,1.3428536458170501,False
0.5,0.06444444444444444,0.2,12,1.1812220977164054,False
0.5,0.06444444444444444,0.2,13,1.2662873238638945,False
0.5,0.06444444444444444,0.2,14,1.6823018058820716,False
0.5,0.06444444444444444,0.2,15,1.383445158185031,False
0.5,0.06444444444444444,0.2,16,1.4511948158671564,False
0.5,0.06444444444444444,0.2,17,1.5890129521022844,False
0.5,0.06444444444444444,0.2,18,3.2998149573956725,True
0.5,0.06444444444444444,0.2,19,1.577469046166351,False
0.5,0.06444444444444444,0.30000000000000004,0,1.599997792379439,False
0.5,0.06444444444444444,0.30000000000000004,1,1.5318513813510202,False
0.5,0.06444444444444444,0.30000000000000004,2,1.4286397370211519,False
0.5,0.06444444444444444,0.30000000000000004,3,1.8652309308589918,False
0.5,0.06444444444444444,0.30000000000000004,4,1.725089470531183,False
0.5,0.06444444444444444,0.30000000000000004,5,1.6701222436006131,False
0.5,0.06444444444444444,0.30000000000000004,6,1.5495358235791357,False
0.5,0.06444444444444444,0.30000000000000004,7,1.416784683783298,False
0.5,0.06444444444444444,0.30000000000000004,8,1.6976407995188354,False
0.5,0.06444444444444444,0.30000000000000004,9,1.529314232280852,False
0.5,0.06444444444444444,0.30000000000000004,10,1.6133125576475165,False
0.5,0.06444444444444444,0.30000000000000004,11,1.4668141565855766,False
0.5,0.06444444444444444,0.30000000000000004,12,1.5881178251724812,False
0.5,0.06444444444444444,0.30000000000000004,13,1.4753313632005034,False
0.5,0.06444444444444444,0.30000000000000004,14,1.4807170936634244,False
0.5,0.06444444444444444,0.30000000000000004,15,1.5861803301098183,False
0.5,0.06444444444444444,0.30000000000000004,16,1.3341601882815741,False
0.5,0.06444444444444444,0.30000000000000004,17,1.3402532733496895,False
0.5,0.06444444444444444,0.30000000000000004,18,1.4436062063183073,False
0.5,0.06444444444444444,0.30000000000000004,19,1.5193557667493958,False
0.5,0.06444444444444444,0.4,0,1.8420217829864758,False
0.5,0.06444444444444444,0.4,1,1.689382060011659,False
0.5,0.06444444444444444,0.4,2,1.7105958691073144,False
0.5,0.06444444444444444,0.4,3,1.6700740436681523,False
0.5,0.06444444444444444,0.4,4,1.7617806235568862,False
0.5,0.06444444444444444,0.4,5,1.5892881979733244,False
0.5,0.06444444444444444,0.4,6,1.6970588172376442,False
0.5,0.06444444444444444,0.4,7,1.7736295978210141,False
0.5,0.06444444444444444,0.4,8,1.7469867117777353,False
0.5,0.06444444444444444,0.4,9,1.7152616996234422,False
0.5,0.06444444444444444,0.4,10,1.7170493656450143,False
0.5,0.06444444444444444,0.4,11,1.7880725831929905,False
0.5,0.06444444444444444,0.4,12,2.036350208132906,False
0.5,0.06444444444444444,0.4,13,1.5982707050729654,False
0.5,0.06444444444444444,0.4,14,2.0418432794888237,False
0.5,0.06444444444444444,0.4,15,1.5921280967029001,False
0.5,0.06444444444444444,0.4,16,1.394788480859702,False
0.5,0.06444444444444444,0.4,17,1.6345095862540588,False
0.5,0.06444444444444444,0.4,18,1.7646362358727468,False
0.5,0.06444444444444444,0.4,19,1.9947984653885558,False
0.5,0.06444444444444444,0.5,0,1.800610638803919,False
0.5,0.06444444444444444,0.5,1,2.0091607152321487,False
0.5,0.06444444444444444,0.5,2,1.7373378584530763,False
0.5,0.06444444444444444,0.5,3,2.2100916543843256,False
0.5,0.06444444444444444,0.5,4,2.1122888576143657,False
0.5,0.06444444444444444,0.5,5,1.8649964916904669,False
0.5,0.06444444444444444,0.5,6,1.678402660142541,False
0.5,0.06444444444444444,0.5,7,2.1384536956309845,False
0.5,0.06444444444444444,0.5,8,1.91819186271828,False
0.5,0.06444444444444444,0.5,9,2.121045286302192,False
0.5,0.06444444444444444,0.5,10,1.9361593944639002,False
0.5,0.06444444444444444,0.5,11,1.942419928570884,False
0.5,0.06444444444444444,0.5,12,1.8678630187842862,False
0.5,0.06444444444444444,0.5,13,2.0288003293582975,False
0.5,0.06444444444444444,0.5,14,1.9534171842629575,False
0.5,0.06444444444444444,0.5,15,2.012538664614985,False
0.5,0.06444444444444444,0.5,16,1.7052557138958293,False
0.5,0.06444444444444444,0.5,17,2.127024362790949,False
0.5,0.06444444444444444,0.5,18,2.168045635834551,False
0.5,0.06444444444444444,0.5,19,1.9527240346501014,False
0.5,0.11888888888888888,0.0,0,1.7283146578681006,False
0.5,0.11888888888888888,0.0,1,1.6825035955022831,False
0.5,0.11888888888888888,0.0,2,1.5160088615735747,False
0.5,0.11888888888888888,0.0,3,1.6244972027656548,False
0.5,0.11888888888888888,0.0,4,1.5779661421632407,False
0.5,0.11888888888888888,0.0,5,1.1553915461723354,False
0.5,0.11888888888888888,0.0,6,1.378791443969119,False
0.5,0.11888888888888888,0.0,7,1.5268338075051968,False
0.5,0.11888888888888888,0.0,8,1.6634948009714963,False
0.5,0.11888888888888888,0.0,9,1.212187250403569,False
0.5,0.11888888888888888,0.0,10,1.1636951032325293,False
0.5,0.11888888888888888,0.0,11,1.4108703143013097,False
0.5,0.11888888888888888,0.0,12,1.109086154129821,False
0.5,0.11888888888888888,0.0,13,1.4058344632088842,False
0.5,0.11888888888888888,0.0,14,1.4741922060503296,False
0.5,0.11888888888888888,0.0,15,1.2782205011866992,False
0.5,0.11888888888888888,0.0,16,1.4098006045448268,False
0.5,0.11888888888888888,0.0,17,1.5624738172109882,False
0.5,0.11888888888888888,0.0,18,1.3396638263799363,False
0.5,0.11888888888888888,0.0,19,1.300271544296451,False
0.5,0.11888888888888888,0.1,0,1.385147915142619,False
0.5,0.11888888888888888,0.1,1,1.2459161207728964,False
0.5,0.11888888888888888,0.1,2,1.695911239073261,False
0.5,0.11888888888888888,0.1,3,1.4064920019315619,False
0.5,0.11888888888888888,0.1,4,1.2962436429369146,False
0.5,0.11888888888888888,0.1,5,1.4332994557459358,False
0.5,0.11888888888888888,0.1,6,1.384353261682178,False
0.5,0.11888888888888888,0.1,7,1.368057029205819,False
0.5,0.11888888888888888,0.1,8,1.3216272969942233,False
0.5,0.11888888888888888,0.1,9,1.3148297330391006,False
0.5,0.11888888888888888,0.1,10,1.1739238098060196,False
0.5,0.11888888888888888,0.1,11,1.6062336092524812,False
0.5,0.11888888888888888,0.1,12,1.4876860135941674,False
0.5,0.11888888888888888,0.1,13,1.447889992317333,False
0.5,0.11888888888888888,0.1,14,1.3820148304136874,False
0.5,0.11888888888888888,0.1,15,1.2578714030457387,False
0.5,0.11888888888888888,0.1,16,1.287749857343157,False
0.5,0.11888888888888888,0.1,17,1.1878644126961513,False
0.5,0.11888888888888888,0.1,18,1.3042165364994236,False
0.5,0.11888888888888888,0.1,19,1.2389702685936432,False
0.5,0.11888888888888888,0.2,0,1.696273714396687,False
0.5,0.11888888888888888,0.2,1,1.5754484326782199,False
0.5,0.11888888888888888,0.2,2,1.454807715282945,False
0.5,0.11888888888888888,0.2,3,1.3140098389365629,False
0.5,0.11888888888888888,0.2,4,1.287615545986834,False
0.5,0.11888888888888888,0.2,5,1.414651667423261,False
0.5,0.11888888888888888,0.2,6,1.5821291012655485,False
0.5,0.11888888888888888,0.2,7,1.7296149652063217,False
0.5,0.11888888888888888,0.2,8,1.2334173330629312,False
0.5,0.11888888888888888,0.2,9,1.527647854639388,False
0.5,0.11888888888888888,0.2,10,1.3456060837675283,False
0.5,0.11888888888888888,0.2,11,1.370133661571098,False
0.5,0.11888888888888888,0.2,12,1.4504807133275264,False
0.5,0.11888888888888888,0.2,13,1.3185599516741466,False
0.5,0.11888888888888888,0.2,14,1.4073602621058408,False
0.5,0.11888888888888888,0.2,15,1.3070679198295627,False
0.5,0.11888888888888888,0.2,16,1.3566867695505525,False
0.5,0.11888888888888888,0.2,17,1.5565111530096658,False
0.5,0.11888888888888888,0.2,18,1.4581023149501862,False
0.5,0.11888888888888888,0.2,19,1.5559105376415707,False
0.5,0.11888888888888888,0.30000000000000004,0,1.4458089052939254,False
0.5,0.11888888888888888,0.30000000000000004,1,1.6307922694247763,False
0.5,0.11888888888888888,0.30000000000000004,2,1.301071103453328,False
0.5,0.11888888888888888,0.30000000000000004,3,1.5524152111350098,False
0.5,0.11888888888888888,0.30000000000000004,4,1.6409913379524084,False
0.5,0.11888888888888888,0.30000000000000004,5,1.2959744597954583,False
0.5,0.11888888888888888,0.30000000000000004,6,1.4474270529654785,False
0.5,0.11888888888888888,0.30000000000000004,7,1.5523122698332645,False
0.5,0.11888888888888888,0.30000000000000004,8,1.6961463905179686,False
0.5,0.11888888888888888,0.30000000000000004,9,1.4586686887073301,False
0.5,0.11888888888888888,0.30000000000000004,10,1.6246730958230948,False
0.5,0.11888888888888888,0.30000000000000004,11,1.7614377622344874,False
0.5,0.11888888888888888,0.30000000000000004,12,1.6317632882128834,False
0.5,0.11888888888888888,0.30000000000000004,13,1.5147456612293535,False
0.5,0.11888888888888888,0.30000000000000004,14,1.6008743501414988,False
0.5,0.11888888888888888,0.30000000000000004,15,1.4546046911284294,False
0.5,0.11888888888888888,0.30000000000000004,16,1.5581909372567373,False
0.5,0.11888888888888888,0.30000000000000004,17,1.5218508838269904,False
0.5,0.11888888888888888,0.30000000000000004,18,1.5958428684470827,False
0.5,0.11888888888888888,0.30000000000000004,19,1.4834209242174323,False
0.5,0.11888888888888888,0.4,0,1.7663702904925471,False
0.5,0.11888888888888888,0.4,1,1.644054797012763,False
0.5,0.11888888888888888,0.4,2,1.8378711746505565,False
0.5,0.11888888888888888,0.4,3,1.6582989393106264,False
0.5,0.11888888888888888,0.4,4,1.4014837888591245,False
0.5,0.11888888888888888,0.4,5,1.555989522498192,False
0.5,0.11888888888888888,0.4,6,1.7099652260142353,False
0.5,0.11888888888888888,0.4,7,1.958668065977095,False
0.5,0.11888888888888888,0.4,8,1.831613306313326,False
0.5,0.11888888888888888,0.4,9,1.3755321727846197,False
0.5,0.11888888888888888,0.4,10,1.4854145322688264,False
0.5,0.11888888888888888,0.4,11,1.878765575616842,False
0.5,0.11888888888888888,0.4,12,1.8021197490517453,False
0.5,0.11888888888888888,0.4,13,2.047806397806462,False
0.5,0.11888888888888888,0.4,14,1.638298334204766,False
0.5,0.11888888888888888,0.4,15,1.5797258137160837,False
0.5,0.11888888888888888,0.4,16,1.7179374047187115,False
0.5,0.11888888888888888,0.4,17,1.635553852121035,False
0.5,0.11888888888888888,0.4,18,1.8628334607744874,False
0.5,0.11888888888888888,0.4,19,1.6307000093075905,False
0.5,0.11888888888888888,0.5,0,1.8887212288417965,False
0.5,0.11888888888888888,0.5,1,1.7823879117684562,False
0.5,0.11888888888888888,0.5,2,2.0427507616326053,False
0.5,0.11888888888888888,0.5,3,1.7908776705091585,False
0.5,0.11888888888888888,0.5,4,1.9912177046193573,False
0.5,0.11888888888888888,0.5,5,2.210721841019512,False
0.5,0.11888888888888888,0.5,6,1.6623944318001604,False
0.5,0.11888888888888888,0.5,7,2.15360911585918,False
0.5,0.11888888888888888,0.5,8,1.9711977630837754,False
0.5,0.11888888888888888,0.5,9,1.760379112041046,False
0.5,0.11888888888888888,0.5,10,1.9456116883265362,False
0.5,0.11888888888888888,0.5,11,2.038067462720606,False
0.5,0.11888888888888888,0.5,12,1.8106313008190056,False
0.5,0.11888888888888888,0.5,13,1.9999227227062017,False
0.5,0.11888888888888888,0.5,14,2.1681804631317116,False
0.5,0.11888888888888888,0.5,15,1.8525201176711246,False
0.5,0.11888888888888888,0.5,16,1.780761746097015,False
0.5,0.11888888888888888,0.5,17,1.910334431120855,False
0.5,0.11888888888888888,0.5,18,1.9375612059791065,False
0.5,0.11888888888888888,0.5,19,2.0933311969064445,False
0.5,0.17333333333333334,0.0,0,1.4011877041020404,False
0.5,0.17333333333333334,0.0,1,1.685427845668911,True
0.5,0.17333333333333334,0.0,2,1.552725862243429,False
0.5,0.17333333333333334,0.0,3,1.0767782827921693,False
0.5,0.17333333333333334,0.0,4,1.6154077208752462,False
0.5,0.17333333333333334,0.0,5,1.3021177563325301,False
0.5,0.17333333333333334,0.0,6,1.2560760377268556,False
0.5,0.17333333333333334,0.0,7,1.4025333888794593,False
0.5,0.17333333333333334,0.0,8,1.5455547554055187,False
0.5,0.17333333333333334,0.0,9,1.4013068048842212,False
0.5,0.17333333333333334,0.0,10,1.2723100633070803,False
0.5,0.17333333333333334,0.0,11,1.5023892851861074,False
0.5,0.17333333333333334,0.0,12,1.3050223032650992,False
0.5,0.17333333333333334,0.0,13,1.4002085401814344,False
0.5,0.17333333333333334,0.0,14,1.3232539569788329,False
0.5,0.17333333333333334,0.0,15,1.4472818734097606,False
0.5,0.17333333333333334,0.0,16,1.4076622859664354,False
0.5,0.17333333333333334,0.0,17,1.4481443824282167,False
0.5,0.17333333333333334,0.0,18,1.810377914842439,False
0.5,0.17333333333333334,0.0,19,1.2588232206988856,False
0.5,0.17333333333333334,0.1,0,1.615176229244932,False
0.5,0.17333333333333334,0.1,1,1.0079861853314829,False
0.5,0.17333333333333334,0.1,2,1.2302596340976484,False
0.5,0.17333333333333334,0.1,3,1.4374441586097162,False
0.5,0.17333333333333334,0.1,4,1.3844071938745195,False
0.5,0.17333333333333334,0.1,5,1.486053603028638,False
0.5,0.17333333333333334,0.1,6,1.3526052432039384,False
0.5,0.17333333333333334,0.1,7,1.3964504154519373,False
0.5,0.17333333333333334,0.1,8,1.3935057125498382,False
0.5,0.17333333333333334,0.1,9,1.4113864340679625,False
0.5,0.17333333333333334,0.1,10,1.4217007555344892,False
0.5,0.17333333333333334,0.1,11,1.3873371169908075,False
0.5,0.17333333333333334,0.1,12,1.3542866597070709,False
0.5,0.17333333333333334,0.1,13,1.37250648115585,False
0.5,0.17333333333333334,0.1,14,1.4420866896621518,False
0.5,0.17333333333333334,0.1,15,1.4448022150195718,False
0.5,0.17333333333333334,0.1,16,1.3083038911712648,False
0.5,0.17333333333333334,0.1,17,1.2662855365553907,False
0.5,0.17333333333333334,0.1,18,1.156422013078629,False
0.5,0.17333333333333334,0.1,19,1.6715919290282968,False
0.5,0.17333333333333334,0.2,0,1.2626637042465203,False
0.5,0.17333333333333334,0.2,1,1.326443077530662,False
0.5,0.17333333333333334,0.2,2,1.5623416242819959,False
0.5,0.17333333333333334,0.2,3,1.236935237087622,False
0.5,0.17333333333333334,0.2,4,1.1858684764512892,False
0.5,0.17333333333333334,0.2,5,1.3671505536450523,False
0.5,0.17333333333333334,0.2,6,1.594662292414799,False
0.5,0.17333333333333334,0.2,7,1.4442451512934027,False
0.5,0.17333333333333334,0.2,8,1.7721748196538496,False
0.5,0.17333333333333334,0.2,9,1.5497274815509545,False
0.5,0.17333333333333334,0.2,10,1.25562178192529,False
0.5,0.17333333333333334,0.2,11,3.429522324381842,True
0.5,0.17333333333333334,0.2,12,1.478265677153541,False
0.5,0.17333333333333334,0.2,13,1.302132972246634,False
0.5,0.17333333333333334,0.2,14,1.6032622344877352,False
0.5,0.17333333333333334,0.2,15,1.6375449678007574,True
0.5,0.17333333333333334,0.2,16,1.6919689056637703,False
0.5,0.17333333333333334,0.2,17,1.6844630841780595,False
0.5,0.17333333333333334,0.2,18,1.4251736653783589,False
0.5,0.17333333333333334,0.2,19,1.5698778760759418,False
0.5,0.17333333333333334,0.30000000000000004,0,1.498686925944363,False
0.5,0.17333333333333334,0.30000000000000004,1,1.5806726433233325,False
0.5,0.17333333333333334,0.30000000000000004,2,1.322286602629834,False
0.5,0.17333333333333334,0.30000000000000004,3,1.4311230317763308,False
0.5,0.17333333333333334,0.30000000000000004,4,1.63698393276914,False
0.5,0.17333333333333334,0.30000000000000004,5,1.2878528312025856,False
0.5,0.17333333333333334,0.30000000000000004,6,1.5651870099310465,False
0.5,0.17333333333333334,0.30000000000000004,7,1.5777444083712335,False
0.5,0.17333333333333334,0.30000000000000004,8,1.6420239185385925,False
0.5,0.17333333333333334,0.30000000000000004,9,1.3230118914409623,False
0.5,0.17333333333333334,0.30000000000000004,10,1.2974553049771482,False
0.5,0.17333333333333334,0.30000000000000004,11,1.6989572189081952,False
0.5,0.17333333333333334,0.30000000000000004,12,1.5778657016980977,False
0.5,0.17333333333333334,0.30000000000000004,13,1.5006610480324718,False
0.5,0.17333333333333334,0.30000000000000004,14,1.3171960412373886,False
0.5,0.17333333333333334,0.30000000000000004,15,1.4908316848613912,False
0.5,0.17333333333333334,0.30000000000000004,16,1.3877217485996245,False
0.5,0.17333333333333334,0.30000000000000004,17,1.6903112649906042,False
0.5,0.17333333333333334,0.30000000000000004,18,1.352986705518278,False
0.5,0.17333333333333334,0.30000000000000004,19,1.5169521060375875,False
0.5,0.17333333333333334,0.4,0,1.8353936665459245,False
0.5,0.17333333333333334,0.4,1,1.8056881828453788,False
0.5,0.17333333333333334,0.4,2,1.6448272426084227,False
0.5,0.17333333333333334,0.4,3,1.8078301339579086,False
0.5,0.17333333333333334,0.4,4,2.791989964598978,True
0.5,0.17333333333333334,0.4,5,1.7329660370257889,False
0.5,0.17333333333333334,0.4,6,1.7069556158103907,False
0.5,0.17333333333333334,0.4,7,1.8151139934947826,False
0.5,0.17333333333333334,0.4,8,2.579238372015534,True
0.5,0.17333333333333334,0.4,9,1.6354821796562828,False
0.5,0.17333333333333334,0.4,10,1.556516157754818,False
0.5,0.17333333333333334,0.4,11,1.9045779132746137,False
0.5,0.17333333333333334,0.4,12,1.7747744483855072,False
0.5,0.17333333333333334,0.4,13,1.4234361994417652,False
0.5,0.17333333333333334,0.4,14,1.843053642514522,False
0.5,0.17333333333333334,0.4,15,1.7553437196981714,False
0.5,0.17333333333333334,0.4,16,1.8198988274197059,False
0.5,0.17333333333333334,0.4,17,1.7199414708574507,False
0.5,0.17333333333333334,0.4,18,1.8963645314776074,False
0.5,0.17333333333333334,0.4,19,1.6103741203693704,False
0.5,0.17333333333333334,0.5,0,2.072863015411038,False
0.5,0.17333333333333334,0.5,1,1.9819681834094087,False
0.5,0.17333333333333334,0.5,2,1.6826158401189044,False
0.5,0.17333333333333334,0.5,3,1.6710990388897666,False
0.5,0.17333333333333334,0.5,4,1.8898348156755944,False
0.5,0.17333333333333334,0.5,5,1.81417085138984,False
0.5,0.17333333333333334,0.5,6,1.6448371437227547,False
0.5,0.17333333333333334,0.5,7,1.7537795141419326,False
0.5,0.17333333333333334,0.5,8,1.9100304309168965,False
0.5,0.17333333333333334,0.5,9,1.8110511624362695,False
0.5,0.17333333333333334,0.5,10,2.2813473021998165,False
0.5,0.17333333333333334,0.5,11,1.8353043518568888,False
0.5,0.17333333333333334,0.5,12,2.109954326046434,False
0.5,0.17333333333333334,0.5,13,2.178055172557046,False
0.5,0.17333333333333334,0.5,14,1.857258841252655,False
